"x-rot","y-rot","z-rot","rot-time"
"0.0267242","-0.15240917","-0.98791915","83917602439072"
"0.027132139","-0.15275337","-0.98785377","83917612473343"
"0.027593244","-0.15315498","-0.9877777","83917622353290"
"0.028154539","-0.15359941","-0.98769176","83917632441103"
"0.02884827","-0.15408644","-0.98759454","83917642182405"
"0.029628253","-0.15460195","-0.98748946","83917652181988"
"0.030411426","-0.15511836","-0.98738325","83917662182145"
"0.031139983","-0.1556515","-0.98727524","83917672178499"
"0.031850073","-0.15622611","-0.9871605","83917682180530"
"0.032597058","-0.1568178","-0.98704106","83917692181676"
"0.033402726","-0.15740433","-0.98691934","83917702181832"
"0.034234267","-0.15797573","-0.98679775","83917712181832"
"0.03512369","-0.1584841","-0.9866822","83917722181311"
"0.03603904","-0.1589723","-0.9865669","83917732183134"
"0.036964126","-0.15951715","-0.98644","83917742181520"
"0.037904676","-0.1601123","-0.9863021","83917752181988"
"0.038849007","-0.16082402","-0.98614234","83917762181780"
"0.039763454","-0.16178425","-0.9859399","83917772181572"
"0.039364435","-0.16309205","-0.98573595","83917782182665"
"0.037728444","-0.16409023","-0.98563737","83917792184072"
"0.037719965","-0.16408864","-0.98563796","83917802607405"
"0.03275127","-0.1634948","-0.9859355","83917812477040"
"0.031082794","-0.16318205","-0.9860492","83917822476207"
"0.03086801","-0.16298354","-0.9860934","83917832459020"
"0.031651273","-0.16273306","-0.986112","83917842409592"
"0.03287675","-0.16246498","-0.9861151","83917852595165"
"0.034421347","-0.16234595","-0.9860781","83917862371624"
"0.035951044","-0.1624306","-0.9860046","83917872321936"
"0.037274744","-0.16262527","-0.9859184","83917882347717"
"0.03820152","-0.16278459","-0.98585385","83917892374697"
"0.03871292","-0.16285977","-0.98582155","83917902362197"
"0.038925223","-0.16283599","-0.9858196","83917912478863"
"0.038988087","-0.16265924","-0.98584956","83917922349645"
"0.038971737","-0.16228572","-0.9859154","83917932185061"
"0.038977627","-0.16180047","-0.9859986","83917942329592"
"0.039084602","-0.16125886","-0.98608696","83917952433342"
"0.039197322","-0.16073848","-0.9861714","83917962489020"
"0.039238103","-0.16022998","-0.98625726","83917972399801"
"0.039130386","-0.15978351","-0.9863389","83917982414280"
"0.03884618","-0.15941723","-0.9864147","83917992187874"
"0.038421407","-0.15910551","-0.98648703","83918002431415"
"0.037846666","-0.15881406","-0.9865618","83918012413394"
"0.037169445","-0.1585104","-0.9866417","83918022451467"
"0.036386445","-0.15810247","-0.9867413","83918032466363"
"0.03557158","-0.15753824","-0.9868654","83918042181155"
"0.034931988","-0.15691498","-0.98699033","83918052587926"
"0.034518883","-0.1563055","-0.9871033","83918062330894"
"0.03439609","-0.15588544","-0.98717487","83918072479697"
"0.03453719","-0.15571068","-0.9871979","83918082532405"
"0.034815054","-0.15570207","-0.98718953","83918092429540"
"0.035118714","-0.15580834","-0.9871619","83918102395738"
"0.035387777","-0.15600939","-0.98712015","83918112186519"
"0.03557804","-0.15631804","-0.9870643","83918122502457"
"0.035731483","-0.15673257","-0.98699296","83918132475530"
"0.035872474","-0.15715288","-0.98692095","83918142416832"
"0.036025286","-0.15751961","-0.98685706","83918152397301"
"0.036254525","-0.15778242","-0.98680687","83918162401832"
"0.03665032","-0.15795313","-0.986765","83918172351415"
"0.037120577","-0.15802698","-0.98673546","83918182478551"
"0.03757729","-0.15804318","-0.9867154","83918192465582"
"0.03795964","-0.15804124","-0.98670065","83918202546884"
"0.038296867","-0.15808423","-0.9866802","83918212418030"
"0.038759764","-0.15832192","-0.98662335","83918222368915"
"0.039375734","-0.15885566","-0.9865124","83918232363238"
"0.039953068","-0.15958393","-0.9863709","83918242404749"
"0.04055526","-0.16063522","-0.9861754","83918252432717"
"0.037837896","-0.16101919","-0.98622394","83918262201311"
"0.036785692","-0.16114372","-0.9862441","83918272395999"
"0.03427401","-0.16073947","-0.98640144","83918282457613"
"-0.03257917","0.16017836","0.98655033","83918292389071"
"-0.03190765","0.1595942","0.9866667","83918303005894"
"-0.031925797","0.15900062","0.98676145","83918312472509"
"-0.032996845","0.15864454","0.9867834","83918322527769"
"-0.0341394","0.15845367","0.98677516","83918332486207"
"-0.035050143","0.15840806","0.98675054","83918342357301"
"-0.035797384","0.15851042","0.9867069","83918352362509"
"-0.036516517","0.15876442","0.98663896","83918362486936"
"-0.036863744","0.15896097","0.9865933","83918372364749"
"-0.036730867","0.15899065","0.9865919","83918382473446"
"-0.03616058","0.15879582","0.98664135","83918392330269"
"-0.035763737","0.15857375","0.9866891","83918402372405"
"-0.035518866","0.15833466","0.9867331","83918412435582"
"-0.035478115","0.15812126","0.98676485","83918422342301"
"-0.035530385","0.15796387","0.9867844","83918432378342"
"-0.03554953","0.15785378","0.98679763","83918442364540"
"-0.035519034","0.15778111","0.98680675","83918452184488"
"-0.035470255","0.157714","0.9868159","83918462344853"
"-0.03536026","0.15762848","0.98683023","83918472816051"
"-0.035153408","0.15749727","0.9868552","83918482397821"
"-0.034818258","0.15724924","0.9869031","83918492682144"
"-0.034372054","0.1567553","0.98699343","83918502383863"
"-0.033932973","0.1559403","0.9871337","83918512351155"
"-0.033682324","0.15496449","0.98729247","83918522347926"
"-0.0336872","0.15405284","0.9874319","83918532440790"
"-0.033812407","0.15330568","0.9875416","83918542431571"
"-0.033925146","0.15274198","0.9876241","83918552438551"
"-0.034097314","0.15241866","0.9876694","83918562356519"
"-0.03552701","0.15235431","0.98763186","83918572435009"
"-0.036376975","0.15191753","0.9876655","83918582381728"
"-0.035033897","0.15088911","0.9878628","83918592356051"
"-0.033380393","0.1495636","0.98811173","83918602371051"
"-0.032814845","0.1486879","0.9882519","83918612454905"
"-0.03300637","0.148299","0.98829174","83918622414905"
"-0.033449914","0.148243","0.9882774","83918632419436"
"-0.033720147","0.14821106","0.98826945","83918642393394"
"-0.033806488","0.14813787","0.9882771","83918652377405"
"-0.03394527","0.14806831","0.98828393","83918662349800"
"-0.034237612","0.1479256","0.98829526","83918672376415"
"-0.0341402","0.14757067","0.9883484","83918682806780"
"-0.033569347","0.14697662","0.9884498","83918692318030"
"-0.032895766","0.14641161","0.9885454","83918702409019"
"-0.03227738","0.14602639","0.9886065","83918712462873"
"-0.031762857","0.1458894","0.98862267","83918722377873"
"-0.031328414","0.14587303","0.98861355","83918733785165"
"-0.030898033","0.14580101","0.98861057","83918742477092"
"-0.030429536","0.14553542","0.9886367","83918752585738"
"-0.029887341","0.14493501","0.9887165","83918762403603"
"-0.02926949","0.14397642","0.9888549","83918772501155"
"-0.028524408","0.14237143","0.98909026","83918782196311"
"-0.028139284","0.14135203","0.9892393","83918792475061"
"-0.027780596","0.14026329","0.98939395","83918802472353"
"-0.02749878","0.1395687","0.9894887","83918812225425"
"-0.027312146","0.13931955","0.98951954","83918822183707"
"-0.027202848","0.13931645","0.98951447","83918832399592"
"-0.027094688","0.13927701","0.9895188","83918842184905"
"-0.02704047","0.13918495","0.98953396","83918852375321"
"-0.027211009","0.13913728","0.9895406","83918862394748"
"-0.027609652","0.1390829","0.9895443","83918872370165"
"-0.027970131","0.1389754","0.9895566","83918882390790"
"-0.028579164","0.13896693","0.98955","83918892514800"
"-0.03032624","0.1397456","0.9893934","83918902349019"
"-0.031205112","0.14043327","0.98926073","83918912532769"
"-0.030484684","0.14058211","0.98924845","83918922349175"
"-0.029390665","0.14046124","0.9892833","83918932425321"
"-0.02849663","0.14004742","0.98934454","83918942401571"
"-0.028231869","0.1394384","0.9894143","83918952343342"
"-0.028568216","0.13882312","0.989474","83918962428394"
"-0.02915899","0.1383695","0.9895155","83918972460009"
"-0.029513922","0.13809273","0.9895442","83918982453655"
"-0.02947801","0.13797733","0.9895657","83918992464436"
"-0.02938132","0.13801703","0.9895662","83919002404592"
"-0.029509485","0.13808285","0.9895515","83919012491884"
"-0.029626854","0.13799","0.989553","83919022377509"
"-0.029543735","0.1377315","0.9895796","83919032396519"
"-0.02949016","0.13750532","0.98959523","83919042391415"
"-0.029605847","0.13742708","0.9895812","83919052363134"
"-0.029865451","0.13746673","0.98954344","83919062206832"
