"x-rot","y-rot","z-rot","rot-time"
"0.008367829","0.094898105","0.9953966","61532760996074"
"0.008026779","0.09526713","0.9953644","61532771242012"
"0.0077726482","0.095689796","0.99532455","61532781307481"
"0.007680363","0.095984176","0.99529463","61532791221751"
"0.007619832","0.09619959","0.9952718","61532801284095"
"0.0074291984","0.09641754","0.99525","61532811290970"
"0.0071085296","0.09664372","0.99522805","61532821248626"
"0.006760975","0.096808076","0.9952119","61532831186543"
"0.0064624427","0.09684335","0.9952078","61532841335866"
"0.006246087","0.0968035","0.99521047","61532851029824"
"0.0060832505","0.09678867","0.99521023","61532861257376"
"0.0060140165","0.09688721","0.9951982","61532871160501"
"0.005987269","0.09714654","0.99517024","61532881422376"
"0.0059576775","0.097537726","0.9951293","61532891043574"
"0.005905926","0.09797881","0.9950836","61532901224981"
"0.00584115","0.09825484","0.9950547","61532911221908"
"0.0057810848","0.09850761","0.99502814","61532921050970"
"0.005633278","0.09867858","0.9950102","61532931164876"
"0.005397534","0.09884952","0.99499255","61532940994251"
"0.0051692924","0.09907652","0.994969","61532951083678"
"0.00509143","0.09927518","0.9949465","61532961133262"
"0.0049457573","0.09942829","0.9949286","61532970988939"
"0.004703042","0.09959666","0.9949095","61532981259668"
"0.0044511105","0.099781856","0.99488914","61532991240918"
"0.004239047","0.09995466","0.9948705","61533001392793"
"0.004040078","0.10009651","0.99485517","61533011338730"
"0.0038428444","0.100252286","0.99483836","61533021276283"
"0.0036091034","0.10045768","0.99481636","61533031243470"
"0.003338036","0.10073484","0.99478716","61533041205189"
"0.0030801366","0.10106465","0.99475217","61533051357168"
"0.0028597254","0.101405166","0.99471617","61533061296178"
"0.002668698","0.101758786","0.99467856","61533071221074"
"0.0024969887","0.102096595","0.9946425","61533081036387"
"0.0023791094","0.10234494","0.99461544","61533091455449"
"0.002292449","0.10254775","0.9945927","61533101019043"
"0.0021770454","0.10274966","0.99456984","61533110985970"
"0.0020195183","0.102943674","0.994548","61533121212116"
"0.0018395055","0.10313552","0.9945268","61533131300241"
"0.001672656","0.10331148","0.99450755","61533141215033"
"0.0014779606","0.10346932","0.9944902","61533151023730"
"0.0013202118","0.10355104","0.99448097","61533161305970"
"0.0011653813","0.103561014","0.9944794","61533171099668"
"9.891449E-4","0.103552364","0.9944791","61533181072324"
"8.214572E-4","0.10359517","0.9944717","61533191006751"
"7.344451E-4","0.103696644","0.9944568","61533201014928"
"7.1910047E-4","0.103866965","0.994434","61533211297012"
"7.6673937E-4","0.10408086","0.9944063","61533221008835"
"8.661709E-4","0.10426887","0.99438155","61533230987897"
"8.695814E-4","0.10440999","0.9943631","61533241000032"
"6.8649504E-4","0.10452012","0.99434847","61533251367168"
"4.081641E-4","0.10458411","0.99433875","61533260985345"
"1.2889285E-4","0.104621686","0.99433184","61533271086074"
"-1.3545042E-4","0.10465719","0.9943248","61533281441074"
"-3.6080668E-4","0.10471842","0.9943145","61533291384720"
"-5.53707E-4","0.104802385","0.99430144","61533300977168"
"-6.977028E-4","0.10489434","0.9942878","61533311001699"
"-8.2243286E-4","0.10498598","0.9942752","61533321302532"
"-0.0010450549","0.10506484","0.99426657","61533331000293"
"-0.001430804","0.10520428","0.9942546","61533341295918"
"-0.0016860738","0.10630673","0.9941349","61533351007012"
"-7.491629E-4","0.10748695","0.9939975","61533361239668"
"9.81927E-4","0.1080243","0.99392664","61533371224095"
"0.0023592869","0.108024105","0.9939176","61533380981387"
"0.003097758","0.10797854","0.9939191","61533391053470"
"0.0032482373","0.10796999","0.9939214","61533401024772"
"0.002907113","0.107977375","0.993925","61533411634824"
"0.0021941292","0.10795327","0.9939351","61533421098730"
"0.0012672119","0.10792014","0.99394786","61533431005397"
"2.9551215E-4","0.10784849","0.9939647","61533440984772"
"-5.438953E-4","0.10780675","0.9939762","61533451242480"
"-0.0013101936","0.10793765","0.99396724","61533461117272"
"-0.002071449","0.10826202","0.99393487","61533471170657"
"-0.0026300603","0.10855283","0.99390304","61533481239980"
"-0.0028917673","0.10874211","0.99388015","61533491222793"
"-0.0029554716","0.10900922","0.9938468","61533501133522"
"-0.0030246829","0.109460145","0.99379104","61533511206074"
"-0.0032701879","0.11005213","0.99371785","61533521054459"
"-0.0035930607","0.11056288","0.99365264","61533531229772"
"-0.003918789","0.110809535","0.9936178","61533541035918"
"-0.004240007","0.11081897","0.9936097","61533551801074"
"-0.0044830884","0.110671535","0.9936205","61533561214668"
"-0.0046151546","0.110500515","0.9936349","61533571332949"
"-0.0046738856","0.11041921","0.99364007","61533581204720"
"-0.0046944707","0.11048416","0.9936285","61533591238730"
"-0.0046812673","0.110645995","0.9936059","61533601205189"
"-0.0046272785","0.11084731","0.993578","61533611195866"
"-0.004605109","0.11106155","0.9935488","61533621252845"
"-0.0046658576","0.11133449","0.9935129","61533631289928"
"-0.0047925944","0.11164375","0.9934734","61533641295918"
"-0.0049596843","0.11198104","0.9934308","61533651187428"
"-0.005191428","0.11231437","0.99338996","61533661016595"
"-0.005458549","0.11263591","0.9933509","61533671014876"
"-0.005716572","0.11290213","0.99331915","61533681195918"
"-0.005950544","0.113139905","0.9932905","61533691260241"
"-0.006144707","0.11336919","0.9932628","61533701215553"
"-0.00634903","0.11363962","0.99322987","61533711337220"
"-0.006539408","0.11393501","0.99319416","61533721340189"
"-0.0066588284","0.1141912","0.99316216","61533731593834"
"-0.0066350447","0.11440118","0.9931366","61533741221543"
"-0.006498987","0.114636846","0.9931073","61533750988886"
"-0.0063090897","0.11498634","0.99306375","61533760978053"
"-0.0061192606","0.115372434","0.9930143","61533771009043"
