"x-gyro","y-gyro","z-gyro","time-gyro"
"0.014899152","0.111743644","-0.03724788","61540099621228"
"-0.16495492","0.12075625","-0.08653482","61540409634509"
"-0.18091829","0.13352695","-0.09079172","61540419569769"
"-0.20965236","0.14416921","-0.0982413","61540429608103"
"-0.23093687","0.15693991","-0.10143397","61540439508467"
"-0.23732223","0.16332527","-0.10143397","61540449626644"
"-0.23519377","0.16332527","-0.102498196","61540459697582"
"-0.23732223","0.15268302","-0.100369744","61540469522946"
"-0.2405149","0.15268302","-0.09185594","61540479669926"
"-0.23945068","0.16332527","-0.08014947","61540493038311"
"-0.2320011","0.16438949","-0.073764116","61540499660290"
"-0.22029462","0.14842612","-0.073764116","61540509846332"
"-0.20858815","0.13884808","-0.07802102","61540519628519"
"-0.20007434","0.14204076","-0.08653482","61540529517946"
"-0.20113857","0.15268302","-0.0982413","61540539827582"
"-0.21178082","0.16119681","-0.10781932","61540549696592"
"-0.22135885","0.16226104","-0.11207622","61540559655915"
"-0.2234873","0.15055457","-0.11207622","61540569655811"
"-0.22029462","0.14097653","-0.108883545","61540579586280"
"-0.21816617","0.14523344","-0.102498196","61540589653051"
"-0.23306532","0.14949033","-0.09504862","61540599635030"
"-0.25115716","0.14949033","-0.08440637","61540609724665"
"-0.26392785","0.14416921","-0.079085246","61540619633780"
"-0.25541407","0.1399123","-0.079085246","61540629686436"
"-0.23519377","0.13352695","-0.09185594","61540639681280"
"-0.2192304","0.13459119","-0.10143397","61540649672061"
"-0.21710195","0.1399123","-0.10143397","61540659675446"
"-0.22774419","0.14204076","-0.09292017","61540669631019"
"-0.23306532","0.14736189","-0.08334214","61540679643259"
"-0.22561574","0.15161878","-0.085470594","61540689642321"
"-0.21178082","0.15481146","-0.09292017","61540699642321"
"-0.20007434","0.16438949","-0.09717707","61540709547321"
"-0.19688167","0.17396751","-0.093984395","61540719641592"
"-0.20113857","0.18460977","-0.08972749","61540729633623"
"-0.2022028","0.19525202","-0.085470594","61540739624248"
"-0.19368899","0.20163736","-0.08334214","61540749666280"
"-0.17134026","0.19631624","-0.07802102","61540759626488"
"-0.14686309","0.18248132","-0.07269989","61540769629925"
"-0.13622084","0.17396751","-0.06844299","61540779635655"
"-0.1394135","0.18248132","-0.060993414","61540789625759"
"-0.15111998","0.20802271","-0.051415388","61540799666175"
"-0.1692118","0.25272018","-0.043965813","61540809665915"
"-0.18091829","0.28145427","-0.03758046","61540819638623"
"-0.17559716","0.28251848","-0.032259338","61540829625394"
"-0.1766614","0.2622982","-0.03332356","61540839628884"
"-0.17453295","0.2537844","-0.028002433","61540849624978"
"-0.17985407","0.24207792","-0.021617085","61540859631853"
"-0.19049633","0.24527061","-0.016295958","61540869629040"
"-0.2064597","0.26868355","-0.012039058","61540879647686"
"-0.20752391","0.30805987","0.0039243214","61540889627530"
"-0.19262478","0.36552805","0.027337272","61540899639925"
