"x-rot","y-rot","z-rot","rot-time"
"0.03078424","-0.123553805","-0.9918284","60349351408961"
"0.031411123","-0.12400346","-0.9917549","60349361258076"
"0.03204251","-0.124455735","-0.99167997","60349371121670"
"0.03258446","-0.12490371","-0.99160767","60349381120055"
"0.03299664","-0.12536702","-0.9915372","60349391393284"
"0.033311065","-0.12587045","-0.99146444","60349401409065"
"0.033468693","-0.12635931","-0.9913986","60349411308128"
"0.033500876","-0.12675008","-0.9913495","60349421294118"
"0.033549406","-0.12702315","-0.99131495","60349431363388"
"0.033663597","-0.12714234","-0.9912978","60349441280211"
"0.03386463","-0.12714186","-0.9912928","60349451118649"
"0.034076538","-0.12713216","-0.99128807","60349461289013"
"0.034180436","-0.12717502","-0.9912802","60349471303076"
"0.034157027","-0.12730326","-0.99126565","60349481357503"
"0.034103807","-0.12748866","-0.9912445","60349491333805"
"0.03409915","-0.12767632","-0.9912209","60349501255680"
"0.034209114","-0.12785967","-0.991194","60349511265107"
"0.034379866","-0.12802511","-0.99116725","60349521396826"
"0.034571946","-0.1282408","-0.9911334","60349531301253"
"0.034742177","-0.12852633","-0.9910911","60349541114743"
"0.034884933","-0.12886135","-0.9910434","60349551296513"
"0.035030004","-0.12916414","-0.9909995","60349561638284"
"0.03522201","-0.12942354","-0.9909593","60349571372868"
"0.03550109","-0.12965366","-0.9909195","60349581437972"
"0.035817593","-0.12990563","-0.9908752","60349591294586"
"0.036082644","-0.13019483","-0.9908278","60349601417138"
"0.036159847","-0.13046117","-0.99079055","60349611363388"
"0.036174774","-0.1306703","-0.99076307","60349621544117"
"0.036241233","-0.13086638","-0.9907354","60349631292711"
"0.036305822","-0.13105923","-0.99070805","60349641344951"
"0.036818817","-0.13127938","-0.99066025","60349651292034"
"0.03731083","-0.13148785","-0.99061435","60349661099117"
"0.0378396","-0.13181037","-0.9905516","60349671245524"
"0.03827143","-0.13223603","-0.99047834","60349681292034"
"0.038587537","-0.13271658","-0.99040186","60349691426878"
"0.03935344","-0.1333106","-0.9902921","60349701261513"
"0.039856143","-0.13366066","-0.99022526","60349711321722"
"0.039207168","-0.13348882","-0.99027455","60349721391097"
"-0.038695585","0.13314913","0.9903404","60349731090159"
"-0.038317032","0.1328509","0.99039507","60349743455680"
"-0.038348887","0.13273375","0.9904095","60349751334899"
"-0.03876659","0.13286342","0.9903758","60349761382295"
"-0.0391586","0.13310705","0.9903277","60349771265367"
"-0.03938102","0.1334137","0.99027765","60349781388701"
"-0.03933885","0.1336897","0.99024206","60349791393545"
"-0.03919675","0.13402335","0.9902026","60349801297451"
"-0.039224602","0.13439564","0.99015087","60349812027138"
"-0.039394915","0.13468347","0.9901048","60349821312607"
"-0.039575875","0.1349072","0.990067","60349831119586"
"-0.03981334","0.13515987","0.99002296","60349841293076"
"-0.0400939","0.13550556","0.9899642","60349851252138"
"-0.04031237","0.13596144","0.9898928","60349861335003"
"-0.040445823","0.13649271","0.98981404","60349871582503"
"-0.040546697","0.13702726","0.9897357","60349881382503"
"-0.040660247","0.13744676","0.9896726","60349891334222"
"-0.040789947","0.13777378","0.9896214","60349901278180"
"-0.040866733","0.13798514","0.9895885","60349911426565"
"-0.04087898","0.13814844","0.98956484","60349921271826"
"-0.040848173","0.13832758","0.9895405","60349931356774"
"-0.04081959","0.13852523","0.98951334","60349941521097"
"-0.040802024","0.13871267","0.9894869","60349951255680"
"-0.040789593","0.1388211","0.98947114","60349961436097"
"-0.04079694","0.13887055","0.9894629","60349971098232"
"-0.040778805","0.13891408","0.98945653","60349981312607"
"-0.040677063","0.1390179","0.989445","60349991283180"
"-0.040485382","0.13923903","0.98942024","60350001354638"
"-0.04033476","0.13952048","0.9893851","60350011348284"
"-0.040351916","0.13978","0.9893462","60350021301044"
"-0.040490776","0.13992457","0.98931897","60350031284430"
"-0.040701885","0.13998036","0.9893016","60350041290836"
"-0.04091366","0.14002043","0.98928654","60350051308596"
"-0.041072804","0.1401065","0.989267","60350061301513"
"-0.04117423","0.14027736","0.98923755","60350071309326"
"-0.04125883","0.14054945","0.98919415","60350081275732"
"-0.041336834","0.14084855","0.98914707","60350091266878"
"-0.041446928","0.14112544","0.9891018","60350101291149"
"-0.041575648","0.14134741","0.98906344","60350111307607"
"-0.04167628","0.14152251","0.98903286","60350121331982"
"-0.041803107","0.14161351","0.98901343","60350131365315"
"-0.042031143","0.14171414","0.9889883","60350141291149"
"-0.042335473","0.14187716","0.9889513","60350151286878"
"-0.04264785","0.14210862","0.9889046","60350161635628"
"-0.042919826","0.142457","0.9888424","60350171299690"
"-0.04324055","0.14291036","0.98876274","60350181097399"
"-0.043913525","0.14345355","0.98865473","60350192519951"
"-0.044624098","0.14369634","0.9885868","60350202350159"
"-0.044157743","0.14337301","0.98865265","60350211283388"
