"x-acc","y-acc","z-acc","time-acc"
"-0.33039984","3.052607","8.597578","71906880399436"
"-0.33039984","3.052607","8.597578","71906110535061"
"-0.33039984","3.052607","8.597578","71907120751311"
"-0.24420857","3.1196449","8.7053175","71907130737665"
"-0.24420857","3.1196449","8.7053175","71907140761363"
"-0.2705448","3.1723173","8.702923","71907150736936"
"-0.2705448","3.1723173","8.702923","71907160750061"
"-0.25617957","3.086126","8.772355","71907170750790"
"-0.29688102","3.1124623","8.822633","71907180730738"
"-0.31603462","3.1387985","8.820239","71907190752456"
"-0.30885202","3.1364043","8.765172","71907200737092"
"-0.35194764","3.1627405","8.798691","71907210753863"
"-0.37588966","3.1364043","8.750807","71907220510790"
"-0.37588966","3.1364043","8.750807","71907230547300"
"-0.36152446","3.1507695","8.76996","71907240756727"
"-0.272939","3.1651347","8.798691","71907251052665"
"-0.2705448","3.1890767","8.810662","71907261160217"
"-0.21547815","3.1603463","8.755595","71907270919956"
"-0.30406362","3.2034419","8.781932","71907280923081"
"-0.33039984","3.2106245","8.791509","71907290860113"
"-0.33758244","3.2154129","8.655039","71907300706571"
"-0.22266077","3.1603463","8.717288","71907311066623"
"-0.260968","3.2202013","8.75799","71907320759748"
"-0.272939","3.2154129","8.784326","71907330783602"
"-0.22984336","3.2752678","8.774749","71907341065269"
"-0.23942018","3.2800562","8.714894","71907350771831"
"-0.31603462","3.2273839","8.635885","71907360906258"
"-0.37110126","3.2369606","8.619126","71907371293081"
"-0.40222588","3.2369606","8.6813755","71907380515946"
"-0.4333505","3.2728736","8.738836","71907390725269"
"-0.4165911","3.2632968","8.707711","71907400955946"
"-0.46208093","3.2513258","8.7053175","71907410841258"
"-0.39504328","3.2249897","8.719683","71907420854800"
"-0.39743748","3.311181","8.815451","71907430807040"
"-0.4237737","3.3303347","8.736442","71907440836258"
"-0.39025488","3.3207579","8.640674","71907450748446"
"-0.4333505","3.3207579","8.525752","71907461013290"
"-0.3878607","3.3183637","8.583213","71907470504383"
"-0.40940848","3.3566709","8.607155","71907480753863"
"-0.40222588","3.3854012","8.66701","71907490971519"
"-0.37828386","3.3901896","8.746018","71907500748863"
"-0.40222588","3.3303347","8.789114","71907510793967"
"-0.40701428","3.3446999","8.726865","71907520783238"
"-0.39743748","3.3542767","8.7292595","71907530883394"
"-0.4141969","3.3901896","8.602366","71907540809435"
"-0.37828386","3.4165258","8.631097","71907550705842"
"-0.35673606","3.4021606","8.556877","71907561046258"
"-0.2896984","3.4691982","8.614338","71907571045373"
"-0.31603462","3.4476504","8.755595","71907581122769"
"-0.30885202","3.4931402","8.791509","71907590813863"
"-0.320823","3.5051112","9.038112","71907600656571"
"-0.32321724","3.478775","9.035717","71907611010946"
"-0.4261679","3.4739866","9.16261","71907620513654"
"-0.4213795","3.4141316","9.198523","71907630839435"
"-0.4261679","3.406949","8.827422","71907640990790"
"-0.4285621","3.3925838","8.508993","71907650685165"
"-0.49559975","3.4380736","8.190564","71907660806362"
"-0.32321724","3.5434184","8.176199","71907670734696"
"-0.46208093","3.8498764","7.3525934","71907680843237"
"-0.24420857","3.5075054","8.252813","71907691022873"
"-0.21787235","3.335123","9.030929","71907700677404"
"-0.36152446","3.4332852","8.750807","71907710918446"
"-0.47405192","3.25372","8.504205","71907720745529"
"-0.6536171","3.2154129","8.690952","71907730974019"
"-0.82599956","3.2968156","8.743625","71907740864800"
"-0.78050977","3.2225955","8.817844","71907750746623"
"-0.770933","3.3925838","9.066842","71907760925060"
"-0.60333884","3.5098996","9.002198","71907771038550"
"-0.40701428","3.5529952","8.848969","71907780824175"
"-0.45729253","3.4165258","8.664616","71907790925269"
"-0.6607997","3.442862","8.497022","71907800519071"
"-0.7445967","3.3686419","8.48984","71907810833446"
"-0.6488287","3.2752678","8.439561","71907820741831"
"-0.533907","3.3063924","8.465898","71907830811206"
"-0.4285621","3.277662","8.568848","71907841000425"
"-0.24420857","3.2561142","8.700529","71907851015998"
"-0.25378537","3.241749","8.851364","71907860762196"
"-0.29688102","3.2800562","8.856153","71907870789279"
"-0.3184288","3.3087866","8.896853","71907881022873"
"-0.31124622","3.2824504","8.853758","71907890516102"
"-0.35194764","3.3255463","8.796297","71907900680946"
"-0.34955344","3.2752678","8.822633","71907910822612"
"-0.2705448","3.3375173","8.760384","71907920989383"
"-0.2633622","3.3063924","8.66701","71907931113289"
"-0.31603462","3.2632968","8.671799","71907940788654"
"-0.33279404","3.241749","8.626308","71907951004227"
"-0.36870706","3.1962593","8.700529","71907961016935"
"-0.40462008","3.2513258","8.743625","71907971219071"
"-0.4333505","3.2585084","8.772355","71907981094071"
"-0.34955344","3.2824504","8.808268","71907990754331"
"-0.32800564","3.2249897","8.844181","71908000955581"
"-0.35673606","3.2273839","8.7771435","71908010800060"
"-0.36391866","3.2465374","8.78672","71908020512821"
"-0.35913026","3.2369606","8.817844","71908030575842"
"-0.33518824","3.2034419","8.6813755","71908040927248"
"-0.33997664","3.1842883","8.690952","71908050733914"
"-0.36631286","3.1962593","8.6574335","71908060661102"
"-0.4309563","3.1675289","8.726865","71908070855998"
"-0.45489833","3.193865","8.793902","71908080694487"
"-0.4165911","3.1866825","8.875306","71908090517248"
"-0.36152446","3.2225955","8.8777","71908100947404"
"-0.35434186","3.2680852","8.865729","71908110517300"
"-0.33997664","3.217807","8.832211","71908121095164"
"-0.37588966","3.1723173","8.829816","71908130901154"
"-0.4333505","3.1555579","8.7125","71908141341466"
"-0.38067806","3.1411927","8.6574335","71908150929019"
"-0.39504328","3.229778","8.59279","71908160839904"
"-0.4165911","3.2441432","8.731653","71908170908862"
"-0.31603462","3.2441432","8.880095","71908181103550"
"-0.4381389","3.2704794","9.021352","71908190861987"
"-0.45489833","3.2632968","9.131485","71908201085216"
"-0.5554548","3.1962593","9.176975","71908210875373"
"-0.5530606","3.1603463","8.959103","71908220859123"
"-0.5793968","3.1675289","8.726865","71908230798550"
"-0.5650316","3.2130187","8.504205","71908241114748"
"-0.521936","3.3782187","8.599973","71908250746310"
"-0.62967503","3.7373488","7.5704656","71908260975164"
"0.062249243","3.2489316","8.336611","71908270859852"
"0.062249243","3.2489316","8.336611","71908281269591"
"0.17477672","3.4261026","8.336611","71908290901414"
"0.33039984","3.3303347","8.403648","71908300927925"
"0.19153613","3.2585084","8.774749","71908310524279"
"-0.17477672","3.4117374","8.990228","71908321080321"
"-0.33039984","3.3303347","9.107543","71908330769383"
"-0.37349546","3.3303347","9.220071","71908340609123"
"-0.12449849","3.4500446","8.961497","71908351068393"
"-0.12449849","3.4500446","8.961497","71908360979331"
"-0.22026655","3.2609026","8.659827","71908370972300"
"-0.36631286","3.2704794","8.619126","71908380773341"
"-0.4165911","3.2704794","8.468291","71908390708081"
"-0.20590134","3.311181","8.468291","71908400969071"
"0.0023942017","3.3063924","8.453926","71908410813446"
"0.15801731","3.2992098","8.532935","71908420966831"
"0.1340753","3.2800562","8.7053175","71908430828706"
"-0.019153614","3.2728736","8.798691","71908440529227"
"-0.18435353","3.1651347","8.916007","71908450615737"
"-0.18435353","3.1651347","8.916007","71908460820893"
"-0.22984336","3.0909145","8.872911","71908471138446"
"-0.22984336","3.0909145","8.872911","71908480679018"
"-0.20590134","3.110068","8.671799","71908491001571"
"-0.20590134","3.110068","8.671799","71908500728758"
"-0.24181437","3.0765493","8.652645","71908510948133"
"-0.24181437","3.0765493","8.652645","71908520880008"
"-0.24420857","3.1124623","8.856153","71908531024800"
"-0.24420857","3.1124623","8.856153","71908540852456"
"-0.17717093","3.1148565","9.076419","71908550835060"
"-0.17717093","3.1148565","9.076419","71908560826623"
"-0.39743748","2.6671407","8.274361","71908571243810"
"-0.6512229","3.1483753","8.319851","71908580990320"
"-0.5554548","3.0478187","8.413225","71908590799227"
"-0.5554548","3.0478187","8.413225","71908600836518"
"0.38067806","3.028665","8.774749","71908611058966"
"0.40462008","3.0573955","8.896853","71908620797352"
"0.40462008","3.0573955","8.896853","71908630549383"
"0.1340753","3.1507695","8.956709","71908640775633"
"-0.19393034","3.0621839","9.167398","71908650782039"
"-0.2753332","3.1244333","9.423578","71908660912664"
"-0.20111294","3.0430303","9.459491","71908670759643"
"-0.20111294","3.0430303","9.459491","71908680529904"
"-0.22266077","3.169923","8.623915","71908690871883"
"-0.22505496","3.1914709","8.532935","71908700959643"
"-0.107739076","3.2154129","8.734048","71908710765581"
"0.12689269","3.1603463","8.841787","71908720853445"
"0.25139117","3.1316159","8.889671","71908731069852"
"0.22505496","3.181894","8.846576","71908740887195"
"0.06703765","3.2225955","8.743625","71908750933758"
"-0.090979666","3.0573955","8.655039","71908760824539"
"-0.11971009","3.0023289","8.635885","71908770858185"
"-0.1340753","3.028665","8.573636","71908780989800"
"-0.15562311","3.028665","8.513782","71908790778237"
"-0.11971009","3.064578","8.532935","71908800856414"
"-0.15562311","3.0597897","8.63828","71908810979539"
"-0.15562311","3.0597897","8.63828","71908820533654"
"-0.11252748","3.028665","8.791509","71908831030581"
"-0.11252748","3.028665","8.791509","71908840825268"
"-0.32321724","3.0095115","9.059659","71908850944904"
"-0.25139117","2.980781","9.054871","71908860929956"
"-0.25857377","2.9352913","8.858546","71908870760320"
