"x-rot","y-rot","z-rot","rot-time"
"-0.017226193","-0.13940975","-0.99006754","84007770639819"
"-0.0169805","-0.13968785","-0.99003446","84007780668204"
"-0.016741583","-0.13995661","-0.99000216","84007790737423"
"-0.016568378","-0.14073437","-0.9898947","84007800957319"
"-0.016478933","-0.14151818","-0.9897838","84007810731485"
"-0.01638306","-0.14220348","-0.98968667","84007820667996"
"-0.015981633","-0.14279017","-0.98960835","84007830444246"
"-0.015323063","-0.14306058","-0.98957986","84007841097371"
"-0.014971835","-0.14289348","-0.9896101","84007850584089"
"-0.01517546","-0.14238171","-0.989682","84007860619246"
"-0.015579416","-0.14182097","-0.9897587","84007870696329"
"-0.015822535","-0.14140703","-0.98981696","84007880454714"
"-0.015791347","-0.14119184","-0.98985106","84007890736225"
"-0.015626831","-0.141153","-0.9898613","84007900437996"
"-0.0154387355","-0.14124377","-0.98985267","84007910866902"
"-0.015203549","-0.1414612","-0.98982584","84007920620964"
"-0.014891173","-0.14165246","-0.98980343","84007930655079"
"-0.014572555","-0.14166383","-0.9898064","84007940480600"
"-0.014361946","-0.14142343","-0.98984355","84007950723204"
"-0.014243968","-0.14102931","-0.98990136","84007960657683"
"-0.014170559","-0.14062871","-0.98995966","84007970697527"
"-0.01417553","-0.14030762","-0.9900055","84007980702579"
"-0.014296005","-0.14000922","-0.9900464","84007990588985"
"-0.014408968","-0.13978344","-0.99007696","84008000579350"
"-0.014456337","-0.1396786","-0.99009115","84008010598829"
"-0.014426303","-0.13957556","-0.99010617","84008020699766"
"-0.014333625","-0.13933605","-0.9901412","84008030860079"
"-0.0142161315","-0.13894735","-0.9901975","84008040772475"
"-0.014046823","-0.13862398","-0.9902451","84008050739923"
"-0.0137840975","-0.13856311","-0.9902569","84008060639402"
"-0.012686821","-0.13896741","-0.99021465","84008070779141"
"-0.011609002","-0.13934185","-0.9901756","84008080670027"
"-0.011959142","-0.13927916","-0.99018085","84008090607943"
"0.012579432","0.13897431","0.9902161","84008100789506"
"0.0127669275","0.13867062","0.9902561","84008110627423"
"0.01260778","0.13840789","0.99029416","84008120699246"
"0.012327885","0.13825238","0.99031854","84008130671016"
"0.01188609","0.13828374","0.9903189","84008140653777"
"0.011405657","0.13853474","0.9902892","84008150749350"
"0.011174552","0.13885564","0.99024683","84008160653412"
"0.011130756","0.13912971","0.9902088","84008170747839"
"0.011158625","0.1393064","0.99018353","84008181643621"
"0.010994191","0.13937636","0.99017537","84008190842058"
"0.0103607215","0.13936646","0.9901836","84008200638673"
"0.009675259","0.13924833","0.990207","84008211183256"
"0.009452693","0.13904096","0.9902379","84008220461902"
"0.009611391","0.13885736","0.9902618","84008230651693"
"0.009663446","0.13876885","0.990273","84008240611954"
"0.009442344","0.13876428","0.99027485","84008251007266"
"0.009123536","0.13883105","0.99026746","84008260454089"
"0.008691341","0.13892388","0.99025697","84008270613673"
"0.008087976","0.13902381","0.9902467","84008280636641"
"0.007473813","0.13910688","0.99023855","84008290629193"
"0.007011447","0.13918391","0.9902296","84008300445287"
"0.0067185475","0.13925426","0.99022037","84008310761329"
"0.0064579304","0.13920528","0.99022806","84008320858360"
"0.006186772","0.13891394","0.9902704","84008330635183"
"0.005971052","0.13836646","0.990349","84008340622266"
"0.0058462326","0.13774753","0.99043715","84008350668673"
