"x-acc","y-acc","z-acc","time-acc"
"-0.093373865","1.0007763","8.983045","82415180803020"
"-0.093373865","1.0007763","8.995016","82415400227447"
"-0.19153613","1.0007763","9.006987","82415410367603"
"-0.18435353","1.0151415","9.052477","82415420176145"
"-0.14844051","1.0414777","9.251195","82415430173020"
"-0.12928689","0.9983821","9.380483","82415440044635"
"-0.18195933","0.9792285","9.294291","82415450157135"
"-0.25857377","0.94331545","9.299079","82415460159687"
"-0.36152446","0.9648633","9.224859","82415470164530"
"-0.40222588","0.92895025","9.31105","82415480157239"
"-0.34715924","0.93373865","9.323022","82415490156562"
"-0.320823","0.9624691","9.382876","82415500164322"
"-0.34476504","1.0103531","9.378088","82415510190416"
"-0.29209262","0.9792285","9.346964","82415520355885"
"-0.33039984","1.0534488","9.296685","82415530376509"
"-0.35913026","0.9911995","9.289502","82415540565364"
"-0.40462008","0.9983821","9.255983","82415550393072"
"-0.36152446","1.0127473","9.19134","82415560413280"
"-0.28491","1.0103531","9.167398","82415570284478"
"-0.272939","0.9744401","9.210494","82415580458905"
"-0.2753332","1.0630256","9.212888","82415590251041"
"-0.19153613","1.0414777","9.284714","82415600249062"
"-0.19153613","1.0414777","9.284714","82415610226822"
"-0.15801731","1.067814","9.224859","82415620290780"
"-0.16759412","1.0941502","9.241618","82415630273072"
"-0.18195933","1.0606314","9.239224","82415640219582"
"-0.20111294","1.0414777","9.23683","82415650089530"
"-0.24420857","0.9864111","9.220071","82415660044270"
"-0.25857377","0.9792285","9.198523","82415670222082"
"-0.31124622","1.0103531","9.109938","82415680327916"
"-0.2753332","1.0390835","9.097966","82415690433020"
"-0.25139117","0.9792285","9.114726","82415700049999"
"-0.22744916","1.0247183","9.167398","82415710306666"
"-0.20590134","1.0702082","9.232041","82415720201666"
"-0.17238252","1.079785","9.28232","82415730351093"
"-0.24181437","1.0821792","9.284714","82415740390416"
"-0.272939","1.0486604","9.270349","82415750240468"
"-0.2896984","1.0295067","9.346964","82415760193697"
"-0.31124622","1.0271125","9.279925","82415770507603"
"-0.4429273","0.9576807","9.325416","82415780220364"
"-0.4357447","0.9840169","9.25359","82415790258957"
"-0.4165911","1.0151415","9.358934","82415800062916"
"-0.34476504","0.94092125","9.3733","82415810245155"
"-0.34476504","1.0319009","9.437943","82415820208593"
"-0.33758244","1.0582372","9.425972","82415830373332"
"-0.32321724","1.0510546","9.306262","82415840051145"
"-0.30885202","1.0414777","9.138668","82415850409478"
"-0.25378537","1.0773908","9.035717","82415860182707"
"-0.24181437","1.079785","8.9998045","82415870328072"
"-0.19153613","1.0606314","9.064447","82415880418541"
"-0.23463176","1.1372458","9.224859","82415891367655"
"-0.1340753","1.055843","9.334992","82415900520728"
"-0.18435353","1.1587936","9.315839","82415910276197"
"-0.320823","1.1204864","9.260772","82415920367186"
"-0.21547815","1.0582372","9.294291","82415930187343"
"-0.39025488","1.1372458","9.196129","82415940229634"
"-0.37349546","1.043872","9.330204","82415950362968"
"-0.49799395","1.091756","9.358934","82415960360676"
"-0.47644615","1.0079589","9.55047","82415970245207"
"-0.4357447","1.151611","9.696517","82415980222811"
"-0.29448682","1.3670892","8.264784","82415990046874"
"-0.36152446","0.9911995","8.552089","82416000339374"
"-0.45010993","1.163582","9.244013","82416010370311"
"-0.23702596","1.0510546","9.011775","82416020187968"
"-0.19393034","0.8451532","9.13388","82416030224270"
"-0.44532153","1.1300632","9.753978","82416040270676"
"-0.2896984","1.0965444","9.821015","82416050483593"
"0.011971008","1.079785","9.928755","82416060232551"
"-0.035913024","1.3024458","9.7803135","82416070654843"
"-0.062249243","1.3551182","9.598354","82416080307551"
"-0.047884032","1.3144168","9.244013","82416090234322"
"-0.090979666","1.3359646","9.081207","82416100406353"
"-0.062249243","1.2952632","9.004593","82416111781666"
"-0.15083471","1.2066777","8.887277","82416120390832"
"-0.23223756","1.0989386","8.839393","82416130202759"
"-0.18195933","1.1061212","8.767567","82416140425988"
"-0.15322891","1.103727","8.619126","82416150412238"
"-0.20350714","1.055843","8.856153","82416160384895"
"-0.2777274","1.0462662","9.002198","82416170437343"
"-0.35913026","1.0486604","9.114726","82416180230051"
"-0.38067806","1.0630256","9.3421755","82416190375311"
"-0.40462008","1.055843","9.3421755","82416200503020"
"-0.31603462","1.0773908","9.308656","82416210219165"
"-0.2873042","1.1348516","9.469068","82416220347551"
"-0.34955344","1.1563994","9.3661175","82416230382030"
"-0.33997664","1.0510546","9.351752","82416240335884"
"-0.36631286","1.043872","9.385271","82416250266249"
"-0.4189853","1.0223241","9.411607","82416260462603"
"-0.37110126","0.9840169","9.483433","82416270317499"
