"x-acc","y-acc","z-acc","time-acc"
"-1.1444284","3.6655228","8.724471","102271229000278"
"-1.1444284","3.6655228","8.724471","102271453338455"
"-1.364695","3.5075054","8.439561","102271463334132"
"-1.3120226","3.5314474","8.542512","102271473338507"
"-1.2282255","3.550601","8.520964","102271483320434"
"-1.271321","3.560178","8.51857","102271493320798"
"-1.2665327","3.5889084","8.439561","102271503321163"
"-1.2665327","3.608062","8.508993","102271513321423"
"-1.2258313","3.5673606","8.602366","102271523320277"
"-1.2569559","3.5673606","8.746018","102271533321475"
"-1.2545617","3.5745432","8.801085","102271543369132"
"-1.2641385","3.5410242","8.808268","102271553533767"
"-1.3144168","3.5242648","8.734048","102271563343194"
"-1.2808979","3.4596214","8.724471","102271573231163"
"-1.3455414","3.4620156","8.722076","102271583547569"
"-1.271321","3.4524388","8.688558","102271593511475"
"-1.30484","3.4835634","8.571242","102271603403455"
"-1.3311762","3.5458126","8.537724","102271613565173"
"-1.3311762","3.5458126","8.537724","102271623909444"
"-1.2952632","3.5242648","8.578424","102271633468819"
"-1.3479356","3.5577838","8.568848","102271643510642"
"-1.3790601","3.5913026","8.50181","102271653431632"
"-1.3096284","3.5458126","8.635885","102271663512413"
"-1.376666","3.5434184","8.702923","102271673391684"
"-1.340753","3.502717","8.585608","102271683426840"
"-1.340753","3.5051112","8.568848","102271693487257"
"-1.2569559","3.4476504","8.520964","102271703466371"
"-1.2018893","3.4620156","8.537724","102271713403194"
"-1.1420342","3.5577838","8.5473","102271723350069"
"-1.1779473","3.5051112","8.690952","102271733534340"
"-1.30484","3.4524388","8.834604","102271743531892"
"-1.4077905","3.4644098","8.676587","102271753386423"
"-1.4676456","3.454833","8.578424","102271763224079"
"-1.4676456","3.454833","8.578424","102271773402465"
"-1.4149733","3.5314474","8.523358","102271783378090"
"-1.4149733","3.5314474","8.523358","102271793561319"
"-1.4173675","3.5338416","8.544906","102271803467204"
"-1.3958195","3.514688","8.664616","102271813387152"
"-1.3431472","3.5051112","8.829816","102271823365798"
"-1.3000516","3.5410242","8.784326","102271833392986"
"-1.3096284","3.5529952","8.511387","102271843540017"
"-1.3383588","3.5314474","8.568848","102271853249913"
"-1.4030021","3.454833","8.623915","102271863554184"
"-1.316811","3.4524388","8.590396","102271873423194"
"-1.3359646","3.514688","8.559271","102271883516944"
"-1.292869","3.5577838","8.523358","102271893376579"
"-1.1875241","3.5793316","8.525752","102271903382569"
"-1.1420342","3.5290532","8.566454","102271913400694"
"-1.2354081","3.5817258","8.707711","102271923437725"
"-1.3144168","3.6032736","8.702923","102271933392465"
"-1.340753","3.5553896","8.808268","102271943373246"
"-1.4676456","3.5458126","8.607155","102271953440069"
"-1.4676456","3.5458126","8.607155","102271963467569"
"-1.520318","3.514688","8.535329","102271973231475"
"-1.4700398","3.5075054","8.485051","102271983415121"
"-1.5586253","3.490746","8.537724","102271993508090"
"-1.520318","3.5577838","8.525752","102272003471579"
"-1.6017209","3.5170822","8.62152","102272013986163"
"-1.6328455","3.5889084","8.717288","102272023385329"
"-1.5682021","3.5769374","8.688558","102272033488038"
"-1.5490485","3.6104562","8.571242","102272043406944"
"-1.5586253","3.5577838","8.561666","102272053365746"
"-1.5490485","3.5673606","8.497022","102272063312100"
"-1.532289","3.5865142","8.396465","102272073391371"
"-1.5945383","3.6583402","8.406042","102272083455329"
"-1.5993267","3.6607344","8.324639","102272093517309"
"-1.5179238","3.6391866","8.403648","102272103386475"
"-1.4580688","3.6894648","8.463503","102272113235642"
"-1.3742718","3.7445314","8.485051","102272123438298"
"-1.3670892","3.7373488","8.3821","102272133426892"
"-1.4221559","3.715801","8.377312","102272143510798"
"-1.4820108","3.643975","8.377312","102272153615642"
"-1.5275006","3.643975","8.449138","102272163409756"
"-1.5658079","3.6870706","8.544906","102272173464496"
"-1.5586253","3.6272156","8.573636","102272183502569"
"-1.5251064","3.6463692","8.597578","102272193420069"
"-1.5682021","3.6703112","8.707711","102272203371996"
"-1.5634137","3.6583402","8.655039","102272213398194"
"-1.5777789","3.7086184","8.726865","102272223368402"
"-1.6376339","3.7229836","8.652645","102272233362465"
"-1.661576","3.7804444","8.599973","102272243393142"
"-1.7286136","3.655946","8.568848","102272253512986"
"-1.7142484","3.6056678","8.532935","102272263406944"
"-1.7525556","3.6487634","8.497022","102272273370694"
"-1.6879122","3.70383","8.279149","102272283576475"
"-1.6759412","3.7301662","8.23366","102272293369704"
"-1.7262194","3.6966474","8.231265","102272303408090"
"-1.8219875","3.7373488","8.259995","102272313511840"
"-1.8148049","3.6774938","8.295909","102272323378090"
"-1.8028339","3.7086184","8.432379","102272333511683"
"-1.7812861","3.775656","8.710106","102272343544600"
"-1.70946","3.7565024","8.817844","102272353508038"
"-1.721431","3.7804444","8.884883","102272363565590"
"-1.8315643","3.7972038","8.89446","102272373356579"
"-2.018312","3.9193082","8.614338","102272383456944"
"-2.2864625","3.8498764","8.319851","102272393617881"
"-2.4396915","3.8426938","8.169016","102272403450642"
"-2.1140802","3.7110126","7.953538","102272413426944"
"-1.9560628","3.7373488","7.9224133","102272423502413"
"-1.8722657","3.8259344","7.654263","102272433382569"
"-1.7310078","3.8618474","7.678205","102272443602621"
"-1.5634137","3.9480386","7.843405","102272453572777"
"-1.3670892","4.0054994","8.243237","102272463319913"
"-1.2138603","4.0773253","8.528147","102272473256267"
"-1.2521675","4.177882","8.810662","102272483402360"
"-1.3096284","4.232949","8.9998045","102272493443923"
"-1.340753","4.1036615","9.114726","102272503402621"
"-1.4652514","3.9312792","8.50181","102272513518350"
"-1.70946","3.8977604","7.8865004","102272523414392"
"-1.8555063","3.7948096","7.587225","102272533544808"
"-1.9632454","3.6750996","7.577648","102272543481267"
"-2.0470424","3.6367924","7.680599","102272553542881"
"-2.0757728","3.6942532","7.9846625","102272563612256"
"-2.0374656","3.6367924","8.149862","102272573452465"
"-1.8986019","3.7708676","8.429984","102272583417256"
"-1.8148049","3.8187518","8.78672","102272593407048"
"-1.6950948","3.799598","9.081207","102272603447881"
"-1.8770541","3.7301662","9.050082","102272615402673"
"-1.9201498","3.6511576","9.01417","102272625466058"
"-1.9416976","3.5290532","8.702923","102272633666527"
"-1.9416976","3.5290532","8.702923","102272643249600"
"-1.7956513","3.5984852","8.42759","102272653410694"
"-1.8267759","3.6296098","8.276755","102272663656683"
"-1.8722657","3.6248214","8.47308","102272673364652"
"-1.9153614","3.6056678","8.499416","102272683383194"
"-2.0494366","3.655946","8.377312","102272693323923"
"-1.9895816","3.7349546","8.176199","102272703592152"
"-1.9728222","3.679888","8.425196","102272713894912"
"-1.9728222","3.679888","8.425196","102272723375537"
"-1.9393034","3.7229836","8.628703","102272733421215"
"-1.9273324","3.7086184","8.686164","102272743423194"
"-1.9440918","3.7612908","8.635885","102272753422829"
"-1.8459295","3.7014358","8.580819","102272763413402"
"-1.6998832","3.6822822","8.525752","102272773498246"
"-1.6017209","3.6774938","8.506598","102272783466110"
"-1.5753847","3.6822822","8.451532","102272793222621"
"-1.6256629","3.7852328","8.413225","102272803232465"
"-1.6448165","3.8139634","8.238448","102272813498194"
"-1.541866","3.8043866","8.176199","102272823472308"
"-1.6687586","3.7948096","8.207323","102272833410121"
"-1.6687586","3.7948096","8.207323","102272843385537"
"-1.7022774","3.8187518","8.252813","102272853439912"
"-1.6903064","3.8187518","8.365341","102272863393610"
"-1.6519991","3.8187518","8.516175","102272873456996"
"-1.6136919","3.7469256","8.66701","102272883442360"
"-1.6328455","3.7086184","8.602366","102272893476006"
"-1.6448165","3.6535518","8.619126","102272903405954"
"-1.6591818","3.6942532","8.564059","102272913404912"
"-1.7645266","3.6583402","8.626308","102272923398402"
"-1.9321208","3.608062","8.571242","102272933365225"
"-2.0446482","3.5984852","8.580819","102272943325589"
"-2.1021092","3.5673606","8.439561","102272953390694"
"-1.99437","3.5865142","8.391677","102272963442933"
"-1.9632454","3.5673606","8.420407","102272973378089"
"-2.2505496","3.7349546","8.516175","102272983329496"
"-2.3870192","3.86903","8.1881695","102272993377673"
"-2.1404164","3.7660792","7.908048","102273003445537"
"-1.8650831","3.6032736","8.0924015","102273013398975"
"-1.8459295","3.6990416","8.161834","102273023575954"
"-1.745373","3.8139634","8.283937","102273033802569"
"-1.6448165","3.775656","8.576031","102273043386683"
"-1.5011644","3.7804444","8.710106","102273053666787"
"-1.4317327","3.8043866","8.868123","102273063391162"
"-1.3503298","3.8762126","8.954314","102273073377464"
"-1.4628572","3.8833952","8.985439","102273083401891"
"-1.6591818","3.916914","8.9758625","102273093447360"
"-1.721431","3.7708676","8.599973","102273103405485"
"-1.8794483","3.6822822","8.078036","102273113540641"
"-1.9776106","3.6056678","7.824251","102273123428402"
"-1.9728222","3.4979286","7.7452426","102273133447725"
"-1.9608512","3.5194764","7.929596","102273143366996"
"-1.8650831","3.5434184","8.159439","102273153444339"
"-1.7669208","3.6296098","8.422802","102273163449235"
"-1.6807296","3.7086184","8.571242","102273173520381"
"-1.6543933","3.7972038","8.688558","102273183452308"
"-1.6448165","3.7660792","8.623915","102273193464079"
"-1.6256629","3.7086184","8.504205","102273203503089"
"-1.5777789","3.6750996","8.461109","102273213544391"
"-1.5634137","3.6176388","8.307879","102273223750902"
"-1.5634137","3.6176388","8.307879","102273233399548"
"-1.7070658","3.608062","8.413225","102273243442256"
"-1.8842367","3.526659","8.6813755","102273253426423"
"-1.9321208","3.4500446","8.6813755","102273263473037"
"-1.9488802","3.4213142","8.528147","102273273494600"
"-2.0685902","3.4763808","8.616732","102273283406683"
"-2.0614076","3.4931402","8.722076","102273293431527"
"-1.922544","3.4811692","8.635885","102273303753975"
"-1.8938135","3.478775","8.554482","102273313452516"
"-1.8746599","3.4931402","8.573636","102273323425016"
"-1.8339585","3.5075054","8.5473","102273333520277"
"-1.9009962","3.4237084","8.6095495","102273343387464"
"-1.9009962","3.4237084","8.6095495","102273353423350"
"-2.0015526","3.5338416","8.760384","102273363469496"
"-1.958457","3.478775","8.647857","102273373653923"
"-1.9393034","3.490746","8.635885","102273383387308"
"-1.8986019","3.4715924","8.700529","102273393441318"
"-1.8818425","3.4237084","8.580819","102273403748714"
"-1.9488802","3.4380736","8.595184","102273413434496"
"-1.8459295","3.5098996","8.599973","102273423247204"
"-1.7429788","3.5075054","8.53054","102273433394600"
"-1.721431","3.5529952","8.406042","102273443445277"
"-1.685518","3.667917","8.3868885","102273453431839"
"-1.6807296","3.6224272","8.367735","102273463448662"
"-1.5873557","3.6248214","8.422802","102273473429912"
"-1.6232687","3.5793316","8.298303","102273483536995"
"-1.6065093","3.6128504","8.192958","102273493581423"
"-1.6519991","3.6152446","8.255207","102273503270016"
"-1.6184803","3.6008794","8.525752","102273513236787"
"-1.553837","3.5769374","8.602366","102273523242256"
"-1.553837","3.58412","8.74123","102273533841110"
"-1.5011644","3.5817258","8.813056","102273543515641"
"-1.4891934","3.5817258","8.6813755","102273553762360"
"-1.5586253","3.560178","8.611943","102273563415173"
"-1.6903064","3.5242648","8.544906","102273573323506"
"-1.7669208","3.4835634","8.511387","102273583406006"
"-1.9440918","3.4572272","8.556877","102273593600277"
"-2.0733786","3.5122938","8.494628","102273603445225"
"-2.1883004","3.6487634","8.602366","102273613364287"
"-2.2242134","3.6415808","8.403648","102273623426943"
"-2.006341","3.596091","8.350976","102273633432881"
"-1.9321208","3.5122938","8.305486","102273643642725"
"-1.9153614","3.608062","8.1402855","102273653514860"
"-1.8171991","3.5625722","8.118738","102273663382048"
"-1.7142484","3.608062","8.209718","102273673479964"
"-1.6232687","3.6104562","8.391677","102273683421058"
"-1.6376339","3.6391866","8.690952","102273693428402"
"-1.5921441","3.679888","8.853758","102273703371058"
"-1.5586253","3.7660792","9.018958","102273714132152"
"-1.5705963","3.7852328","9.011775","102273723381370"
"-1.7070658","3.6583402","8.971074","102273733397829"
"-1.757344","3.5889084","8.645462","102273743554652"
"-1.8171991","3.5889084","8.197746","102273753515537"
"-1.9273324","3.5697548","7.953538","102273763455381"
"-1.8555063","3.4859576","7.7787614","102273773540433"
"-1.6759412","3.430891","7.905654","102273783389964"
"-1.6160861","3.5410242","8.12592","102273793629443"
"-1.5729905","3.6655228","8.415619","102273803378610"
"-1.5658079","3.7660792","8.765172","102273813388454"
"-1.520318","3.7684734","8.844181","102273823412985"
"-1.4915876","3.6894648","8.901642","102273833375381"
"-1.4891934","3.643975","8.899248","102273843254079"
"-1.5227122","3.5936968","8.937555","102273853416683"
"-1.6017209","3.5936968","8.839393","102273863494287"
"-1.6903064","3.6176388","8.75799","102273873380225"
