"x-acc","y-acc","z-acc","time-acc"
"0.260968","2.542642","9.035717","60619936269013"
"0.260968","2.542642","8.791509","60620149711617"
"0.17956513","2.5187001","8.846576","60620159710002"
"0.17717093","2.5306711","8.880095","60620169711617"
"0.18674773","2.4875755","8.932767","60620179695940"
"0.18195933","2.4995465","8.89446","60620189694377"
"0.1388637","2.4995465","8.942344","60620199704742"
"0.14604631","2.4779987","8.947132","60620209696877"
"0.1412579","2.504335","8.963891","60620219694481"
"0.110133275","2.4899697","8.966286","60620229695211"
"0.107739076","2.5258827","8.9998045","60620239695211"
"0.05746084","2.5091233","9.124303","60620249695002"
"0.110133275","2.5474305","9.138668","60620259605836"
"0.12210429","2.5187001","8.983045","60620269794534"
"0.10295067","2.5091233","9.052477","60620279934898"
"0.079008654","2.5330653","8.92319","60620289928492"
"0.08619126","2.5306711","8.872911","60620299935523"
"0.15083471","2.5354595","8.820239","60620309900784"
"0.22026655","2.5354595","8.865729","60620319934377"
"0.22984336","2.5594015","8.920795","60620329851409"
"0.22984336","2.5498247","8.92319","60620339675679"
"0.19393034","2.5258827","8.8777","60620349814586"
"0.16519992","2.5689783","8.846576","60620359895106"
"0.17717093","2.5139117","8.880095","60620369749586"
"0.22744916","2.542642","8.90643","60620380321096"
"0.22266077","2.5330653","9.009381","60620389745679"
"0.2825158","2.5210943","8.973468","60620400003596"
"0.22744916","2.5713725","8.987833","60620409774169"
"0.21068975","2.5809495","8.973468","60620419787138"
"0.16280572","2.5594015","8.990228","60620429887815"
"0.15801731","2.5234885","8.973468","60620439746877"
"0.16280572","2.516306","9.081207","60620449802554"
"0.16280572","2.5761611","8.995016","60620459761408"
"0.17477672","2.540248","8.992621","60620469766096"
"0.1364695","2.5115175","8.956709","60620479877138"
"0.16998832","2.4995465","8.961497","60620489751773"
"0.11731588","2.5258827","8.959103","60620499611565"
"0.095768064","2.516306","8.959103","60620509756513"
"0.1364695","2.5354595","8.995016","60620520051252"
"0.14844051","2.5330653","8.918402","60620529889846"
"0.17238252","2.554613","8.925584","60620539818336"
"0.16998832","2.5617957","8.868123","60620550251513"
"0.20350714","2.5594015","8.856153","60620559798804"
"0.20350714","2.542642","8.908825","60620569615367"
"0.25857377","2.5785553","8.882488","60620579747085"
"0.24181437","2.542642","9.0237465","60620590228127"
"0.21787235","2.5953147","9.0476885","60620599767138"
"0.1604115","2.6024973","9.100361","60620609766565"
"0.107739076","2.5498247","9.076419","60620619887398"
"0.10055647","2.5187001","9.002198","60620629795992"
"0.107739076","2.5019407","8.908825","60620639905315"
"0.08619126","2.4875755","8.793902","60620649890158"
"0.1604115","2.5498247","8.803479","60620659786513"
"0.25617957","2.5713725","8.939949","60620669639429"
"0.20350714","2.566584","9.064447","60620679745523"
"0.15801731","2.56419","9.069236","60620689772710"
"0.18674773","2.60968","9.0237465","60620699882242"
"0.19153613","2.597709","8.913613","60620709612085"
"0.17717093","2.566584","8.7532015","60620719886669"
"0.17717093","2.5761611","8.798691","60620729758023"
"0.20111294","2.60968","8.808268","60620739885471"
"0.18674773","2.5809495","8.868123","60620749883908"
"0.18674773","2.6048915","8.930372","60620760110210"
"0.15562311","2.5929205","8.916007","60620770126356"
"0.21308395","2.566584","8.9040365","60620779880835"
"0.17477672","2.5905263","8.882488","60620789880419"
"0.21547815","2.5953147","9.057265","60620799878075"
"0.2657564","2.5450363","9.01417","60620809822919"
"0.29209262","2.6264393","8.980651","60620819877450"
"0.32321724","2.6503813","9.0716305","60620829874950"
"0.19871874","2.621651","9.100361","60620839816617"
"0.1436521","2.5570073","8.9998045","60620849789742"
"0.05267244","2.554613","9.124303","60620859860367"
"-0.055066638","2.5067291","9.018958","60620869881044"
"-0.107739076","2.4779987","8.90643","60620879888283"
"-0.24181437","2.360683","8.801085","60620889888283"
"-0.17238252","2.7988217","8.2169","60620899884794"
"-0.08379706","2.4827871","8.51857","60620909895471"
"0.050278235","2.4756045","8.841787","60620919894690"
"0.33758244","2.4301147","9.107543","60620929776929"
"0.4141969","2.6910827","9.148245","60620939892710"
"0.45250413","2.765303","9.229648","60620949761200"
"0.5602432","2.7365725","9.210494","60620959751356"
"0.533907","2.7581203","9.289502","60620969749273"
"0.4237737","2.8323407","9.28232","60620979748752"
"0.33039984","2.767697","9.241618","60620989756512"
"0.30406362","2.693477","9.153033","60620999890106"
"0.31603462","2.6839","9.009381","60621009960679"
"0.33997664","2.7341783","8.832211","60621019610679"
"0.33279404","2.681506","8.827422","60621029923075"
"0.4429273","2.6360161","8.714894","60621039773179"
"0.45968673","2.5809495","8.664616","60621049824533"
