"x-acc","y-acc","z-acc","time-acc"
"-2.1763294","5.21936","7.405266","107705405722944"
"-2.1859062","5.2049947","7.405266","107705405722944"
"-1.8938135","5.422867","7.477092","107705635170392"
"-1.8339585","5.4204726","7.5082164","107705645171902"
"-1.8914193","5.422867","7.431602","107705655201486"
"-1.8770541","5.410896","7.419631","107705665271954"
"-2.0326772","5.3821654","7.393295","107705675154194"
"-2.0374656","5.363012","7.467515","107705685173777"
"-2.0039468","5.2720323","7.4124484","107705695150340"
"-2.1068976","5.3079453","7.52737","107705705025548"
"-2.1332338","5.2409077","7.5321584","107705715141486"
"-2.1380222","5.2385135","7.5944076","107705725141381"
"-2.1523874","5.231331","7.5968018","107705735143204"
"-2.0829554","5.279215","7.467515","107705745025548"
"-2.0709844","5.291186","7.5082164","107705755285756"
"-2.042254","5.303157","7.5561004","107705765323829"
"-2.0757728","5.279215","7.6111674","107705775329142"
"-2.111686","5.291186","7.565677","107705785323204"
"-2.1284454","5.209783","7.5321584","107705795325340"
"-2.1212628","5.2265425","7.654263","107705805157371"
"-2.1739352","5.231331","7.6734166","107705815324454"
"-2.1308396","5.2480903","7.6710224","107705825208204"
"-2.099715","5.2409077","7.6351094","107705835339611"
"-2.0374656","5.2983685","7.651869","107705845250965"
"-2.0231004","5.269638","7.5561004","107705855060131"
"-1.9728222","5.2959743","7.5824366","107705865392371"
"-1.910573","5.291186","7.5944076","107705875312163"
"-1.9728222","5.2768207","7.587225","107705885226277"
"-1.9081788","5.305551","7.6470804","107705895343048"
"-1.9009962","5.3199162","7.560889","107705905228725"
"-1.8722657","5.3103395","7.5800424","107705915502163"
"-1.8818425","5.327099","7.656657","107705925209246"
"-1.8579005","5.3247046","7.5824366","107705935225808"
"-1.9201498","5.377377","7.5345526","107705945307840"
"-1.9153614","5.3223104","7.551312","107705955221277"
"-1.9153614","5.3223104","7.5704656","107705965484871"
"-1.9153614","5.3223104","7.5704656","107705975052735"
"-1.8531121","5.303157","7.5561004","107705985234038"
"-1.8794483","5.2959743","7.654263","107705995431954"
"-1.8219875","5.315128","7.704541","107706005199715"
"-1.8579005","5.2504845","7.699753","107706015299506"
"-1.8435353","5.255273","7.627927","107706025591590"
"-1.8435353","5.255273","7.627927","107706035247319"
"-1.9153614","5.2624555","7.615956","107706045207579"
"-1.9776106","5.231331","7.654263","107706055316433"
"-1.9991584","5.245696","7.5106106","107706065341017"
"-1.9895816","5.29358","7.501034","107706075233100"
"-2.0087352","5.243302","7.639898","107706085456538"
"-1.99437","5.2624555","7.6494746","107706095196694"
"-2.0326772","5.2528787","7.599196","107706105249871"
"-2.0278888","5.2504845","7.5968018","107706115438881"
"-2.0231004","5.3127337","7.501034","107706125314298"
"-2.0231004","5.3127337","7.501034","107706135350808"
"-2.054225","5.3366756","7.575254","107706145269090"
"-2.0853498","5.3366756","7.5944076","107706155543360"
"-2.0015526","5.3342814","7.620744","107706165268204"
"-2.006341","5.341464","7.6351094","107706175513933"
"-2.0015526","5.410896","7.69257","107706185326798"
"-2.1428106","5.3318872","7.632715","107706195344142"
"-2.2146366","5.33907","7.675811","107706205173204"
"-2.3104045","5.3007627","7.5920134","107706215330548"
"-2.4061728","5.3103395","7.639898","107706225338256"
"-2.3582888","5.279215","7.587225","107706235485704"
"-2.3870192","5.21936","7.477092","107706245323360"
"-2.372654","5.305551","7.536947","107706255042892"
"-2.27928","5.2983685","7.479486","107706265392840"
"-2.27928","5.2983685","7.479486","107706275054246"
"-2.2481554","5.3199162","7.465121","107706285382787"
"-2.243367","5.303157","7.477092","107706295222996"
"-2.2337902","5.2887917","7.465121","107706305331954"
"-2.2984335","5.2409077","7.477092","107706315350652"
