"x-gyro","y-gyro","z-gyro","time-gyro"
"0.6023514","0.034055203","-0.06704619","106853665200252"
"-0.22029462","0.20483005","-0.20998494","106853975150877"
"-0.23945068","0.19205934","-0.20147114","106853985198585"
"-0.2575425","0.18035287","-0.18976466","106853995183794"
"-0.27244166","0.15374723","-0.17273706","106854005041971"
"-0.27989122","0.114370905","-0.1493241","106854015182283"
"-0.278827","0.07818725","-0.11846157","106854025038481"
"-0.2745701","0.048388943","-0.088663265","106854035208689"
"-0.27244166","0.023911767","-0.065250315","106854045239939"
"-0.278827","0.0015630424","-0.05035116","106854055068637"
"-0.28627658","-0.0026938617","-0.042901587","106854065058273"
"-0.29053348","0.018590644","-0.043965813","106854075344471"
"-0.28734082","0.054774296","-0.047158487","106854085054627"
"-0.278827","0.0845726","-0.05035116","106854095248169"
"-0.2649921","0.0973433","-0.043965813","106854105060512"
"-0.24796447","0.10053598","-0.03119511","106854115218481"
"-0.22561574","0.094150625","-0.019488633","106854125398064"
"-0.19901012","0.0888295","-0.018424407","106854135321867"
"-0.17134026","0.1016002","-0.030130886","106854145055252"
"-0.14579886","0.13352695","-0.05354384","106854155198533"
"-0.13302816","0.1697106","-0.07695679","106854165340669"
"-0.13834928","0.19099513","-0.09504862","106854175468221"
"-0.16389069","0.18780243","-0.10143397","106854185270981"
"-0.1979459","0.15906836","-0.09717707","106854195067231"
"-0.23519377","0.114370905","-0.08227792","106854205213689"
"-0.27244166","0.06435232","-0.06631454","106854215235981"
"-0.3033042","0.017526418","-0.05780074","106854225040200"
"-0.33203825","-0.018657245","-0.058864966","106854235185669"
"-0.35119432","-0.033556394","-0.07482834","106854245059054"
"-0.35332277","-0.00907921","-0.09717707","106854255062387"
"-0.34480897","0.035618246","-0.12271847","106854265263846"
"-0.33203825","0.085636824","-0.14187452","106854275199210"
"-0.31607488","0.13033429","-0.14825988","106854285064783"
"-0.29159772","0.1697106","-0.14400297","106854295353481"
"-0.26073518","0.19738047","-0.1365534","106854305048012"
"-0.2234873","0.22292188","-0.13442495","106854315219731"
"-0.18623942","0.2367568","-0.13761763","106854325045825"
"-0.15856957","0.23994946","-0.1365534","106854335410356"
"-0.14686309","0.22292188","-0.12591115","106854345274471"
"-0.15005577","0.19205934","-0.10781932","106854355271241"
"-0.16495492","0.15906836","-0.08759904","106854365216814"
"-0.18411097","0.13778386","-0.07589257","106854375502231"
"-0.20113857","0.14310499","-0.07057144","106854385078221"
"-0.21816617","0.16651794","-0.06844299","106854395704366"
"-0.23412955","0.18460977","-0.07057144","106854405053377"
"-0.25115716","0.18673822","-0.06844299","106854415055200"
"-0.2617994","0.17290328","-0.05780074","106854425046398"
"-0.2617994","0.15481146","-0.045030035","106854435303689"
"-0.25434983","0.14736189","-0.036516234","106854445048221"
"-0.24264336","0.15055457","-0.032259338","106854455235721"
"-0.23519377","0.15693991","-0.03758046","106854465324783"
"-0.23838645","0.15055457","-0.04183736","106854475336346"
"-0.2532856","0.13139851","-0.04183736","106854485046241"
"-0.27137744","0.1016002","-0.04077314","106854495557804"
"-0.27989122","0.08137993","-0.04077314","106854505054106"
"-0.278827","0.08776528","-0.052479614","106854515333846"
"-0.26818475","0.111178234","-0.07057144","106854525048950"
"-0.25009292","0.14629766","-0.09292017","106854535332648"
"-0.22774419","0.18780243","-0.114204675","106854545048846"
"-0.20326702","0.21227962","-0.1280396","106854555434314"
"-0.17346871","0.22398609","-0.13548918","106854565054575"
"-0.14579886","0.23462835","-0.1408103","106854575346866"
"-0.12770703","0.23356412","-0.1450672","106854585066293"
"-0.124514356","0.23037145","-0.14825988","106854595344106"
"-0.13089971","0.23037145","-0.1493241","106854605046137"
"-0.14792731","0.20376581","-0.15038833","106854615527596"
"-0.16495492","0.16438949","-0.1493241","106854625045408"
"-0.17027605","0.13459119","-0.14719565","106854635343221"
"-0.15856957","0.13352695","-0.14187452","106854645325773"
"-0.13302816","0.14204076","-0.13336073","106854655623741"
"-0.10429408","0.16438949","-0.12059002","106854665046971"
"-0.07981691","0.2027016","-0.09717707","106854675356293"
"-0.0713031","0.22930722","-0.06312186","106854685048325"
"-0.077688456","0.22611454","-0.021617085","106854695389054"
"-0.09152338","0.21227962","0.024144601","106854705047075"
"-0.11174366","0.19950892","0.07203473","106854715392595"
"-0.13409239","0.18886667","0.11034684","106854725047231"
"-0.15750533","0.18780243","0.13163133","106854735403950"
"-0.17134026","0.2027016","0.13588823","106854745046345"
"-0.16495492","0.22398609","0.11886063","106854755391085"
"-0.14367041","0.2537844","0.075227395","106854765047283"
"-0.12132168","0.27400467","0.022016149","106854775389418"
"-0.10855098","0.2654909","-0.022681307","106854785050668"
"-0.102165624","0.22717878","-0.054608062","106854795401345"
"-0.09578028","0.20589426","-0.07163566","106854805047908"
