"x-acc","y-acc","z-acc","time-acc"
"-0.93852705","4.0653543","8.379706","106726786043999"
"-0.93852705","4.0653543","8.23366","106726996383114"
"-0.93852705","4.0653543","8.23366","106727006119051"
"-1.1875241","4.0294414","8.303091","106727016268843"
"-1.2641385","4.0581717","8.312668","106727026320510"
"-1.2880806","4.074931","8.350976","106727036283010"
"-1.2761095","4.0701427","8.391677","106727046297645"
"-1.283292","4.0557775","8.432379","106727056119468"
"-1.2306197","4.039018","8.379706","106727066292385"
"-1.1899183","4.0462008","8.3150625","106727076229572"
"-1.1563994","4.010288","8.317456","106727086143635"
"-1.151611","4.0557775","8.293514","106727096383530"
"-1.1923125","4.0821137","8.441956","106727106320666"
"-1.30484","4.0318356","8.537724","106727116471030"
"-1.2952632","4.0701427","8.664616","106727126442593"
"-1.292869","4.0342298","8.640674","106727136369260"
"-1.2689269","4.0581717","8.688558","106727146302333"
"-1.2449849","4.060566","8.6574335","106727156096812"
"-1.2401965","4.086902","8.508993","106727166397645"
"-1.1971009","4.060566","8.3629465","106727176337385"
"-1.2066777","4.050989","8.367735","106727186396812"
"-1.2449849","4.0342298","8.204929","106727196099989"
"-1.2641385","4.048595","8.161834","106727206401655"
"-1.2737153","4.0222588","8.1881695","106727216399885"
"-1.2952632","3.9456444","8.1881695","106727226379364"
"-1.2497733","3.9743748","8.2169","106727236369937"
"-1.2497733","3.9743748","8.2169","106727246252385"
"-1.1947067","3.9743748","8.202535","106727256107697"
"-1.2258313","3.9839516","8.336611","106727266391864"
"-1.2689269","4.0892963","8.3390045","106727276343530"
"-1.2425907","4.0916905","8.461109","106727286348114"
"-1.2593501","4.050989","8.420407","106727296308687"
"-1.2330139","4.0462008","8.544906","106727307378270"
"-1.1731589","4.0294414","8.422802","106727316422385"
"-1.2018893","4.144363","8.461109","106727326442749"
"-1.2306197","4.074931","8.327033","106727336400041"
"-1.1947067","4.0557775","8.418014","106727346355093"
"-1.1803415","4.024653","8.480263","106727356292489"
"-1.1707647","4.0174704","8.4108305","106727366368322"
"-1.1707647","4.0174704","8.4108305","106727376102437"
"-1.2545617","4.010288","8.365341","106727386418530"
"-1.3072342","3.9815574","8.303091","106727396425353"
"-1.2761095","3.9576154","8.269572","106727406336082"
"-1.2689269","3.9624038","8.240842","106727416397124"
"-1.1875241","3.9504328","8.329428","106727426336499"
"-1.1300632","3.9432502","8.310274","106727436365041"
"-1.1348516","3.9791632","8.37013","106727446441551"
"-1.1683705","3.9863458","8.4347725","106727456352489"
"-1.1683705","4.0438066","8.528147","106727466348270"
"-1.2114661","4.0318356","8.516175","106727476433687"
"-1.1300632","4.0677485","8.513782","106727486218530"
"-1.1420342","4.000711","8.494628","106727496402905"
"-1.0821792","3.9624038","8.499416","106727506385926"
"-1.1109096","4.015076","8.463503","106727516371134"
"-1.1180922","4.0533834","8.322245","106727526382541"
"-1.1180922","4.0557775","8.303091","106727536435197"
"-1.091756","4.0701427","8.248025","106727546380145"
"-1.1109096","4.060566","8.317456","106727556434416"
"-1.1563994","4.0916905","8.391677","106727566384312"
"-1.2306197","4.048595","8.578424","106727576416395"
"-1.2641385","4.015076","8.599973","106727586471707"
"-1.271321","3.9336734","8.432379","106727596425041"
"-1.2665327","3.9097314","8.446744","106727606395822"
"-1.2042835","3.9480386","8.468291","106727616414936"
"-1.2569559","4.0054994","8.391677","106727626513426"
"-1.2114661","4.039018","8.3629465","106727636413374"
"-1.1683705","4.050989","8.377312","106727646238478"
"-1.0654198","4.0677485","8.291121","106727656421603"
"-1.043872","4.0557775","8.401254","106727666449311"
"-1.0510546","4.0557775","8.379706","106727676740822"
"-1.0726024","4.048595","8.3868885","106727686413166"
"-1.1085154","4.0462008","8.350976","106727696412957"
"-1.1899183","4.0078936","8.396465","106727706523426"
"-1.2234371","4.039018","8.379706","106727716436864"
"-1.2330139","3.9935284","8.394072","106727726441343"
"-1.2665327","4.0557775","8.322245","106727736422957"
"-1.2665327","4.0557775","8.322245","106727746092905"
"-1.2569559","4.0462008","8.300697","106727756414624"
"-1.2904748","4.039018","8.360553","106727766613374"
"-1.2785037","4.098873","8.312668","106727776509884"
"-1.2234371","4.0797195","8.331821","106727786405718"
"-1.1971009","4.0677485","8.336611","106727796462072"
"-1.1994951","4.0438066","8.355764","106727806520197"
"-1.1803415","4.0821137","8.334216","106727816508166"
"-1.2234371","4.015076","8.312668","106727826478843"
"-1.30484","4.0318356","8.331821","106727836552905"
"-1.2449849","4.036624","8.293514","106727846627020"
"-1.2282255","4.0773253","8.267179","106727856442541"
"-1.1731589","4.0653543","8.293514","106727866518270"
"-1.1180922","4.1180267","8.384495","106727876441655"
"-1.1109096","4.1635165","8.3629465","106727886542020"
"-1.1109096","4.1036615","8.365341","106727896457541"
"-1.1923125","4.0916905","8.295909","106727906509988"
"-1.2354081","4.1252093","8.408437","106727916329416"
"-1.2689269","4.098873","8.47308","106727926555405"
"-1.2018893","4.084508","8.334216","106727936417020"
"-1.2952632","4.0773253","8.403648","106727946412957"
"-1.3359646","4.060566","8.35337","106727956729780"
"-1.4101849","4.0916905","8.403648","106727966400457"
"-1.3503298","4.0054994","8.063671","106727976446655"
"-1.3982137","4.1659107","8.281544","106727986492332"
"-1.30484","4.060566","8.341399","106727996411968"
"-1.30484","4.060566","8.341399","106728006306551"
"-1.1109096","4.024653","8.128315","106728016342488"
"-1.1348516","3.9719806","8.152257","106728026341915"
"-1.0965444","4.0557775","8.192958","106728036109988"
"-1.0965444","4.0557775","8.192958","106728046085613"
"-1.2042835","4.0773253","8.317456","106728056111655"
"-1.1611878","4.1180267","8.425196","106728066187801"
"-1.2665327","4.1826706","8.674192","106728076091968"
"-1.2665327","4.1826706","8.674192","106728086096134"
"-1.4293385","4.1826706","8.485051","106728096113270"
"-1.5011644","4.225766","8.420407","106728106386707"
"-1.5346833","4.1132383","8.240842","106728116097853"
"-1.5107412","4.084508","8.010999","106728126314259"
"-1.3742718","4.0054994","7.8769236","106728136089728"
"-1.3742718","4.0054994","7.8769236","106728146095405"
"-1.1228806","3.9384618","8.231265","106728156097645"
"-1.1228806","3.9384618","8.231265","106728166332905"
"-1.0079589","3.8714242","8.367735","106728176293947"
"-1.0773908","3.8786068","8.571242","106728186370509"
"-1.2042835","3.9504328","8.6813755","106728196416915"
"-1.2042835","3.9504328","8.6813755","106728206607280"
"-1.1899183","4.1156325","8.652645","106728216388947"
"-1.127669","4.0797195","8.571242","106728226308634"
