"x-rot","y-rot","z-rot","rot-time"
"0.10253857","-0.14428304","-0.97866786","102529399702835"
"0.10275588","-0.1442243","-0.97868043","102529409686481"
"0.102989994","-0.14420356","-0.97868794","102529419703200"
"0.10317338","-0.14423263","-0.9786919","102529429687002"
"0.103246525","-0.14430979","-0.9786976","102529440187314"
"0.10325745","-0.14447589","-0.9786965","102529449688877"
"0.10328283","-0.1447202","-0.97868305","102529459706950"
"0.10334372","-0.14502828","-0.9786547","102529469686793"
"0.103358984","-0.14534803","-0.978628","102529479706949"
"0.103292726","-0.14565888","-0.9786052","102529489689658"
"0.103212096","-0.14593662","-0.9785835","102529499728981"
"0.103249736","-0.14618473","-0.9785501","102529509690231"
"0.103335656","-0.14638966","-0.9785171","102529519692418"
"0.10343106","-0.14655153","-0.97848976","102529529690127"
"0.103557006","-0.14668958","-0.97846335","102529539691429"
"0.103725426","-0.14683829","-0.97843444","102529549689397"
"0.103868626","-0.14698657","-0.9784144","102529559704189"
"0.1039538","-0.14712651","-0.9784063","102529569688929"
"0.10398331","-0.1472449","-0.97840863","102529579700439"
"0.10398036","-0.14732507","-0.9784201","102529589688772"
"0.10403236","-0.14741795","-0.97842467","102529599727418"
"0.104215235","-0.14756373","-0.9784092","102529609689658"
"0.10445112","-0.1477432","-0.9783825","102529619729293"
"0.10475783","-0.14797689","-0.9783404","102529629690647"
"0.10514741","-0.14827238","-0.97827536","102529639705543"
"0.10564173","-0.14864501","-0.9781831","102529649687574"
"0.106206164","-0.14907376","-0.97807366","102529659706272"
"0.10672498","-0.14950384","-0.9779666","102529669687366"
"0.10714346","-0.14988002","-0.9778769","102529679691220"
"0.10747109","-0.1501525","-0.97780824","102529689690127"
"0.10774768","-0.15034579","-0.977755","102529699701481"
"0.10803789","-0.15050596","-0.9777015","102529709689449"
"0.108342096","-0.15068297","-0.977644","102529719692574"
"0.10860528","-0.15088437","-0.9775886","102529729687210"
"0.1088303","-0.15114333","-0.9775312","102529739729918"
"0.10901764","-0.15145324","-0.97747165","102529749690856"
"0.10914781","-0.15174782","-0.9774211","102529759690074"
"0.10921715","-0.1519989","-0.97738373","102529769690595"
"0.10921343","-0.15216906","-0.9773675","102529779707418"
"0.10910988","-0.15223938","-0.97737813","102529789690335"
"0.108962156","-0.15217538","-0.9774151","102529799691585"
"0.108894385","-0.15196255","-0.977464","102529809690543"
"0.108950615","-0.15168001","-0.9775086","102529819691429"
"0.10907354","-0.15140565","-0.9775421","102529829689918"
"0.10923754","-0.15122826","-0.977555","102529839691481"
"0.109432004","-0.15121463","-0.9775395","102529849691376"
"0.10970245","-0.15136759","-0.977491","102529859706012"
"0.110112205","-0.15164083","-0.97740537","102529869689137"
"0.11066539","-0.15196666","-0.97729313","102529879731637"
"0.11135957","-0.15229091","-0.97716117","102529889689501"
"0.11206572","-0.1525199","-0.97704077","102529899704814"
"0.11271324","-0.152637","-0.97694045","102529909688512"
"0.113212645","-0.15267015","-0.9768722","102529919709658"
"0.11360875","-0.15268154","-0.97682124","102529929689918"
"0.11398661","-0.15274307","-0.97676885","102529939730335"
"0.114388466","-0.15285678","-0.9767112","102529949690543"
"0.11469237","-0.15295744","-0.9766751","102529959691376"
"0.11484159","-0.15303674","-0.9766644","102529969689606"
"0.114860296","-0.1531232","-0.97666925","102529979689970"
"0.11495756","-0.15328218","-0.97664756","102529989690491"
"0.115320414","-0.1535681","-0.9765703","102529999690283"
"0.11606891","-0.15393661","-0.97642654","102530009689658"
"0.11715298","-0.15434846","-0.97623056","102530019706272"
"0.11833352","-0.1547326","-0.9760185","102530029689970"
"0.11951843","-0.15500942","-0.97581446","102530039703408"
"0.12072876","-0.15516691","-0.9756163","102530049687001"
"0.121941485","-0.15526058","-0.97542363","102530059692158"
"0.123090975","-0.15534118","-0.9752365","102530069690022"
"0.12423766","-0.1554524","-0.97504276","102530079704970"
"0.12536947","-0.15563644","-0.97483647","102530089690022"
"0.12651719","-0.15599929","-0.97459865","102530099706949"
"0.12765661","-0.15648277","-0.9743419","102530109689189"
"0.1287728","-0.1570945","-0.9740727","102530119704658"
"0.12989706","-0.15777846","-0.97378725","102530129688043"
"0.13113327","-0.1585259","-0.97346896","102530139727105"
"0.13269593","-0.15938446","-0.9730711","102530149690335"
"0.1344553","-0.1603055","-0.972627","102530159689605"
"0.13640358","-0.16130699","-0.97213435","102530169690022"
"0.13850145","-0.16238521","-0.9715988","102530179689918"
"0.14062831","-0.16356747","-0.9710254","102530189688460"
"0.142706","-0.1648747","-0.9704213","102530199706168"
"0.14459796","-0.16626091","-0.96981573","102530209689449"
"0.14632821","-0.16761114","-0.9692379","102530219713147"
"0.14785431","-0.1688742","-0.9687091","102530229692366"
"0.14924449","-0.17010464","-0.9682241","102530239731897"
"0.15050118","-0.17131183","-0.9677846","102530249690387"
"0.15159939","-0.17248207","-0.96740323","102530259706897"
"0.15259112","-0.17357147","-0.967076","102530269688303"
"0.15343294","-0.17454869","-0.96681654","102530279706533"
"0.15423153","-0.17534307","-0.9666091","102530289691585"
"0.15508077","-0.1759283","-0.9664414","102530299691376"
"0.1561413","-0.17626576","-0.9662736","102530309690699"
"0.15762094","-0.17645179","-0.96604246","102530319692574"
"0.15952277","-0.17644452","-0.9657387","102530329690595"
"0.16184281","-0.17623144","-0.9653636","102530339703720"
"0.16442175","-0.17586039","-0.964933","102530349689397"
"0.16706724","-0.17549458","-0.96447635","102530359705647"
"0.16966102","-0.17533037","-0.9639986","102530369689866"
"0.17192121","-0.17565595","-0.9635174","102530379706793"
"0.17370263","-0.17655167","-0.9630342","102530389689918"
"0.17509307","-0.17790787","-0.9625455","102530399705960"
"0.17630239","-0.17942788","-0.9620519","102530409689814"
"0.17746066","-0.1808745","-0.96157396","102530419730855"
"0.17879339","-0.18226169","-0.9610504","102530429690491"
"0.18026023","-0.18339778","-0.9605248","102530439704501"
"0.18176249","-0.18406697","-0.96004075","102530449690491"
"0.18294656","-0.18464038","-0.95964473","102530459690699"
"0.18376759","-0.18522926","-0.9593257","102530469688460"
"0.18426792","-0.1859045","-0.9590673","102530479704501"
"0.18461631","-0.18661313","-0.9588335","102530489689189"
"0.18487144","-0.18723561","-0.95864123","102530499706168"
"0.18501034","-0.18769552","-0.95850086","102530509690126"
"0.18512274","-0.18807426","-0.9583912","102530519704605"
"0.18536237","-0.18847369","-0.9582569","102530529691116"
"0.18586837","-0.18897347","-0.9580602","102530539705439"
"0.18675846","-0.18950814","-0.9577634","102530549688199"
"0.18808956","-0.19013464","-0.95733136","102530559728772"
"0.19008824","-0.19094099","-0.9566926","102530569689605"
"0.19205748","-0.19210097","-0.95599294","102530579704605"
"0.19353981","-0.19366597","-0.95531416","102530589692418"
"0.19443296","-0.19560167","-0.9546761","102530600032470"
"0.19499332","-0.19778378","-0.9540434","102530609691532"
"0.19504194","-0.1999878","-0.95351475","102530619950855"
"0.19484662","-0.20203513","-0.95306635","102530629750178"
"0.19437262","-0.20361978","-0.952771","102530639712314"
"0.19360675","-0.20452641","-0.9526659","102530649688772"
"0.19287786","-0.20473228","-0.9527057","102530659691689"
"0.19210847","-0.2042648","-0.9529043","102530669696480"
"0.1908729","-0.20349811","-0.9532916","102530679709605"
"0.1891376","-0.20309643","-0.9537469","102530689697470"
"0.18739362","-0.20317817","-0.9541686","102530699869605"
"0.1858398","-0.20328036","-0.95458204","102530709710699"
"0.18423668","-0.20305741","-0.95509607","102530719833459"
"0.18265262","-0.20242237","-0.95569086","102530729701428"
"0.18131997","-0.20144497","-0.9563048","102530739689918"
"0.18027507","-0.20016302","-0.9569131","102530749689345"
"0.179504","-0.19867817","-0.9574976","102530759738668"
"0.17885289","-0.19684403","-0.9581256","102530769704970"
"0.17827891","-0.19484915","-0.9587606","102530779724553"
"0.17756514","-0.19268218","-0.9594471","102530789836584"
"0.17658232","-0.19082059","-0.96011364","102530799702366"
"0.17532437","-0.18947844","-0.9607177","102530809916689"
