"x-acc","y-acc","z-acc","time-acc"
"-0.1436521","1.745373","8.92319","61761378920115"
"0.10055647","1.8746599","9.148245","61761598035948"
"0.0","1.8579005","9.186552","61761608045583"
"-0.009576807","1.8004397","9.141062","61761617978136"
"-0.033518825","1.7908629","9.114726","61761627977302"
"-0.095768064","1.7549498","9.165004","61761638226156"
"-0.079008654","1.8387469","9.13388","61761647961677"
"-0.04070143","1.8267759","9.143456","61761657958969"
"-0.033518825","1.7932571","9.224859","61761667964281"
"-0.079008654","1.7597382","9.114726","61761677842511"
"-0.11971009","1.7884687","9.0237465","61761687839542"
"-0.11252748","1.7645266","9.078813","61761698152979"
"-0.11971009","1.7932571","9.097966","61761708194073"
"-0.088585466","1.8267759","9.196129","61761718052042"
"-0.062249243","1.8171991","9.215282","61761728225063"
"-0.047884032","1.8100165","9.0716305","61761738064438"
"-0.0023942017","1.8291701","9.081207","61761748051677"
"-0.021547815","1.769315","9.100361","61761758249594"
"0.016759412","1.8100165","9.090784","61761767940375"
"-0.050278235","1.8171991","9.157822","61761778115896"
"-0.074220255","1.7884687","9.105149","61761788235479"
"-0.04070143","1.8100165","9.109938","61761798017563"
"-0.12689269","1.8243817","9.205706","61761807920167"
"-0.12689269","1.8243817","9.205706","61761817950635"
"-0.074220255","1.7932571","9.229648","61761827981313"
"-0.10055647","1.7908629","9.296685","61761837881365"
"-0.08379706","1.8124107","9.294291","61761848088865"
"0.009576807","1.8579005","9.258378","61761857997979"
"0.059855044","1.8914193","9.143456","61761868023708"
"-0.0023942017","1.9081788","9.179369","61761878076625"
"0.019153614","1.9129672","9.066842","61761887924958"
"0.02873042","1.8650831","9.114726","61761898014802"
"0.009576807","1.8962077","9.059659","61761908069750"
"0.02873042","1.8459295","9.165004","61761918078292"
"0.04070143","1.8579005","9.018958","61761927919490"
"0.02633622","1.8555063","8.9998045","61761937978240"
"0.023942016","1.8794483","8.9519205","61761948008917"
"0.07182605","1.8698715","8.896853","61761957949437"
"0.10534488","1.8890251","8.916007","61761968084646"
"0.12449849","1.8770541","8.939949","61761978363135"
